Key:Lower:Value:Upper:Fixed:Stale:Domain,
(226,82):0:-0.0:1:False:False:Binary
(226,83):0:0.0:1:False:False:Binary
(226,84):0:0.0:1:False:False:Binary
(226,85):0:1.0:1:False:False:Binary
(226,86):0:0.0:1:False:False:Binary
(226,87):0:1.0:1:False:False:Binary
(226,88):0:1.0:1:False:False:Binary
(226,89):0:1.0:1:False:False:Binary
(226,90):0:0.0:1:False:False:Binary
(226,91):0:1.0:1:False:False:Binary
(226,92):0:0.0:1:False:False:Binary
(226,93):0:1.0:1:False:False:Binary
(226,94):0:1.0:1:False:False:Binary
(226,95):0:1.0:1:False:False:Binary
(226,96):0:0:1:True:True:Binary
(227,1):0:0:1:True:True:Binary
(227,2):0:0:1:True:True:Binary
(227,3):0:0:1:True:True:Binary
(227,4):0:-0.0:1:False:False:Binary
(227,5):0:-0.0:1:False:False:Binary
(227,6):0:-0.0:1:False:False:Binary
(227,7):0:-0.0:1:False:False:Binary
(227,8):0:-0.0:1:False:False:Binary
(227,9):0:-0.0:1:False:False:Binary
(227,10):0:-0.0:1:False:False:Binary
(227,11):0:-0.0:1:False:False:Binary
(227,12):0:-0.0:1:False:False:Binary
(227,13):0:1.0:1:False:False:Binary
(227,14):0:-0.0:1:False:False:Binary
(227,15):0:-0.0:1:False:False:Binary
(227,16):0:-0.0:1:False:False:Binary
(227,17):0:-0.0:1:False:False:Binary
(227,18):0:-0.0:1:False:False:Binary
(227,19):0:-0.0:1:False:False:Binary
(227,20):0:-0.0:1:False:False:Binary
(227,21):0:1.0:1:False:False:Binary
(227,22):0:-0.0:1:False:False:Binary
(227,23):0:-0.0:1:False:False:Binary
(227,24):0:-0.0:1:False:False:Binary
(227,25):0:-0.0:1:False:False:Binary
(227,26):0:-0.0:1:False:False:Binary
(227,27):0:-0.0:1:False:False:Binary
(227,28):0:-0.0:1:False:False:Binary
(227,29):0:-0.0:1:False:False:Binary
(227,30):0:-0.0:1:False:False:Binary
(227,31):0:-0.0:1:False:False:Binary
(227,32):0:-0.0:1:False:False:Binary
(227,33):0:-0.0:1:False:False:Binary
(227,34):0:-0.0:1:False:False:Binary
(227,35):0:-0.0:1:False:False:Binary
(227,36):0:1.0:1:False:False:Binary
(227,37):0:1.0:1:False:False:Binary
(227,38):0:1.0:1:False:False:Binary
(227,39):0:1.0:1:False:False:Binary
(227,40):0:-0.0:1:False:False:Binary
(227,41):0:1.0:1:False:False:Binary
(227,42):0:1.0:1:False:False:Binary
(227,43):0:1.0:1:False:False:Binary
(227,44):0:1.0:1:False:False:Binary
(227,45):0:-0.0:1:False:False:Binary
(227,46):0:-0.0:1:False:False:Binary
(227,47):0:-0.0:1:False:False:Binary
(227,48):0:-0.0:1:False:False:Binary
(227,49):0:-0.0:1:False:False:Binary
(227,50):0:1.0:1:False:False:Binary
(227,51):0:-0.0:1:False:False:Binary
(227,52):0:-0.0:1:False:False:Binary
(227,53):0:-0.0:1:False:False:Binary
(227,54):0:-0.0:1:False:False:Binary
(227,55):0:1.0:1:False:False:Binary
(227,56):0:-0.0:1:False:False:Binary
(227,57):0:-0.0:1:False:False:Binary
(227,58):0:-0.0:1:False:False:Binary
(227,59):0:-0.0:1:False:False:Binary
(227,60):0:1.0:1:False:False:Binary
(227,61):0:-0.0:1:False:False:Binary
(227,62):0:-0.0:1:False:False:Binary
(227,63):0:-0.0:1:False:False:Binary
(227,64):0:-0.0:1:False:False:Binary
(227,65):0:1.0:1:False:False:Binary
(227,66):0:1.0:1:False:False:Binary
(227,67):0:1.0:1:False:False:Binary
(227,68):0:1.0:1:False:False:Binary
(227,69):0:1.0:1:False:False:Binary
(227,70):0:1.0:1:False:False:Binary
(227,71):0:1.0:1:False:False:Binary
(227,72):0:1.0:1:False:False:Binary
(227,73):0:1.0:1:False:False:Binary
(227,74):0:1.0:1:False:False:Binary
(227,75):0:1.0:1:False:False:Binary
(227,76):0:1.0:1:False:False:Binary
(227,77):0:-0.0:1:False:False:Binary
(227,78):0:1.0:1:False:False:Binary
(227,79):0:-0.0:1:False:False:Binary
(227,80):0:1.0:1:False:False:Binary
(227,81):0:1.0:1:False:False:Binary
(227,82):0:1.0:1:False:False:Binary
(227,83):0:1.0:1:False:False:Binary
(227,84):0:1.0:1:False:False:Binary
(227,85):0:1.0:1:False:False:Binary
(227,86):0:1.0:1:False:False:Binary
(227,87):0:1.0:1:False:False:Binary
(227,88):0:1.0:1:False:False:Binary
(227,89):0:1.0:1:False:False:Binary
(227,90):0:1.0:1:False:False:Binary
(227,91):0:1.0:1:False:False:Binary
(227,92):0:1.0:1:False:False:Binary
(227,93):0:1.0:1:False:False:Binary
(227,94):0:0:1:True:True:Binary
(227,95):0:0:1:True:True:Binary
(227,96):0:0:1:True:True:Binary
(228,1):0:0:1:True:True:Binary
(228,2):0:0:1:True:True:Binary
(228,3):0:0:1:True:True:Binary
(228,4):0:0:1:True:True:Binary
(228,5):0:0:1:True:True:Binary
(228,6):0:0:1:True:True:Binary
(228,7):0:0:1:True:True:Binary
(228,8):0:0:1:True:True:Binary
(228,9):0:0:1:True:True:Binary
(228,10):0:1.0:1:False:False:Binary
(228,11):0:1.0:1:False:False:Binary
(228,12):0:1.0:1:False:False:Binary
(228,13):0:-0.0:1:False:False:Binary
(228,14):0:1.0:1:False:False:Binary
(228,15):0:1.0:1:False:False:Binary
(228,16):0:1.0:1:False:False:Binary
(228,17):0:1.0:1:False:False:Binary
(228,18):0:1.0:1:False:False:Binary
(228,19):0:1.0:1:False:False:Binary
(228,20):0:-0.0:1:False:False:Binary
(228,21):0:-0.0:1:False:False:Binary
(228,22):0:1.0:1:False:False:Binary
(228,23):0:1.0:1:False:False:Binary
(228,24):0:-0.0:1:False:False:Binary
(228,25):0:1.0:1:False:False:Binary
(228,26):0:1.0:1:False:False:Binary
(228,27):0:1.0:1:False:False:Binary
(228,28):0:1.0:1:False:False:Binary
(228,29):0:-0.0:1:False:False:Binary
(228,30):0:1.0:1:False:False:Binary
(228,31):0:-0.0:1:False:False:Binary
(228,32):0:-0.0:1:False:False:Binary
(228,33):0:1.0:1:False:False:Binary
(228,34):0:-0.0:1:False:False:Binary
(228,35):0:-0.0:1:False:False:Binary
(228,36):0:1.0:1:False:False:Binary
(228,37):0:1.0:1:False:False:Binary
(228,38):0:1.0:1:False:False:Binary
(228,39):0:1.0:1:False:False:Binary
(228,40):0:-0.0:1:False:False:Binary
(228,41):0:1.0:1:False:False:Binary
(228,42):0:-0.0:1:False:False:Binary
(228,43):0:-0.0:1:False:False:Binary
(228,44):0:1.0:1:False:False:Binary
(228,45):0:1.0:1:False:False:Binary
(228,46):0:1.0:1:False:False:Binary
(228,47):0:1.0:1:False:False:Binary
(228,48):0:-0.0:1:False:False:Binary
(228,49):0:1.0:1:False:False:Binary
(228,50):0:1.0:1:False:False:Binary
(228,51):0:1.0:1:False:False:Binary
(228,52):0:1.0:1:False:False:Binary
(228,53):0:1.0:1:False:False:Binary
(228,54):0:1.0:1:False:False:Binary
(228,55):0:1.0:1:False:False:Binary
(228,56):0:1.0:1:False:False:Binary
(228,57):0:1.0:1:False:False:Binary
(228,58):0:1.0:1:False:False:Binary
(228,59):0:1.0:1:False:False:Binary
(228,60):0:1.0:1:False:False:Binary
(228,61):0:-0.0:1:False:False:Binary
(228,62):0:-0.0:1:False:False:Binary
(228,63):0:1.0:1:False:False:Binary
(228,64):0:1.0:1:False:False:Binary
(228,65):0:-0.0:1:False:False:Binary
(228,66):0:-0.0:1:False:False:Binary
(228,67):0:-0.0:1:False:False:Binary
(228,68):0:1.0:1:False:False:Binary
(228,69):0:1.0:1:False:False:Binary
(228,70):0:1.0:1:False:False:Binary
(228,71):0:-0.0:1:False:False:Binary
(228,72):0:1.0:1:False:False:Binary
(228,73):0:-0.0:1:False:False:Binary
(228,74):0:1.0:1:False:False:Binary
(228,75):0:1.0:1:False:False:Binary
(228,76):0:-0.0:1:False:False:Binary
(228,77):0:-0.0:1:False:False:Binary
(228,78):0:-0.0:1:False:False:Binary
(228,79):0:-0.0:1:False:False:Binary
(228,80):0:1.0:1:False:False:Binary
(228,81):0:1.0:1:False:False:Binary
(228,82):0:-0.0:1:False:False:Binary
(228,83):0:-0.0:1:False:False:Binary
(228,84):0:-0.0:1:False:False:Binary
(228,85):0:-0.0:1:False:False:Binary
(228,86):0:-0.0:1:False:False:Binary
(228,87):0:1.0:1:False:False:Binary
(228,88):0:1.0:1:False:False:Binary
(228,89):0:0:1:True:True:Binary
(228,90):0:0:1:True:True:Binary
(228,91):0:0:1:True:True:Binary
(228,92):0:0:1:True:True:Binary
(228,93):0:0:1:True:True:Binary
(228,94):0:0:1:True:True:Binary
(228,95):0:0:1:True:True:Binary
(228,96):0:0:1:True:True:Binary
(229,1):0:0:1:True:True:Binary
(229,2):0:0:1:True:True:Binary
(229,3):0:0:1:True:True:Binary
(229,4):0:0:1:True:True:Binary
(229,5):0:0:1:True:True:Binary
(229,6):0:0:1:True:True:Binary
(229,7):0:0:1:True:True:Binary
(229,8):0:0:1:True:True:Binary
(229,9):0:-0.0:1:False:False:Binary
(229,10):0:-0.0:1:False:False:Binary
(229,11):0:1.0:1:False:False:Binary
(229,12):0:-0.0:1:False:False:Binary
(229,13):0:-0.0:1:False:False:Binary
(229,14):0:-0.0:1:False:False:Binary
(229,15):0:-0.0:1:False:False:Binary
(229,16):0:-0.0:1:False:False:Binary
(229,17):0:-0.0:1:False:False:Binary
(229,18):0:-0.0:1:False:False:Binary
(229,19):0:-0.0:1:False:False:Binary
(229,20):0:1.0:1:False:False:Binary
(229,21):0:1.0:1:False:False:Binary
(229,22):0:-0.0:1:False:False:Binary
(229,23):0:-0.0:1:False:False:Binary
(229,24):0:-0.0:1:False:False:Binary
(229,25):0:1.0:1:False:False:Binary
(229,26):0:-0.0:1:False:False:Binary
(229,27):0:-0.0:1:False:False:Binary
(229,28):0:-0.0:1:False:False:Binary
(229,29):0:1.0:1:False:False:Binary
(229,30):0:-0.0:1:False:False:Binary
(229,31):0:-0.0:1:False:False:Binary
(229,32):0:-0.0:1:False:False:Binary
(229,33):0:1.0:1:False:False:Binary
(229,34):0:-0.0:1:False:False:Binary
(229,35):0:1.0:1:False:False:Binary
(229,36):0:-0.0:1:False:False:Binary
(229,37):0:1.0:1:False:False:Binary
(229,38):0:-0.0:1:False:False:Binary
(229,39):0:1.0:1:False:False:Binary
(229,40):0:1.0:1:False:False:Binary
(229,41):0:1.0:1:False:False:Binary
(229,42):0:-0.0:1:False:False:Binary
(229,43):0:-0.0:1:False:False:Binary
(229,44):0:1.0:1:False:False:Binary
(229,45):0:1.0:1:False:False:Binary
(229,46):0:-0.0:1:False:False:Binary
(229,47):0:-0.0:1:False:False:Binary
(229,48):0:-0.0:1:False:False:Binary
(229,49):0:-0.0:1:False:False:Binary
(229,50):0:1.0:1:False:False:Binary
(229,51):0:-0.0:1:False:False:Binary
(229,52):0:1.0:1:False:False:Binary
(229,53):0:1.0:1:False:False:Binary
(229,54):0:1.0:1:False:False:Binary
(229,55):0:1.0:1:False:False:Binary
(229,56):0:1.0:1:False:False:Binary
(229,57):0:-0.0:1:False:False:Binary
(229,58):0:-0.0:1:False:False:Binary
(229,59):0:1.0:1:False:False:Binary
(229,60):0:1.0:1:False:False:Binary
(229,61):0:-0.0:1:False:False:Binary
(229,62):0:-0.0:1:False:False:Binary
(229,63):0:-0.0:1:False:False:Binary
(229,64):0:1.0:1:False:False:Binary
(229,65):0:-0.0:1:False:False:Binary
(229,66):0:-0.0:1:False:False:Binary
(229,67):0:-0.0:1:False:False:Binary
(229,68):0:1.0:1:False:False:Binary
(229,69):0:-0.0:1:False:False:Binary
(229,70):0:1.0:1:False:False:Binary
(229,71):0:1.0:1:False:False:Binary
(229,72):0:1.0:1:False:False:Binary
(229,73):0:-0.0:1:False:False:Binary
(229,74):0:-0.0:1:False:False:Binary
(229,75):0:1.0:1:False:False:Binary
(229,76):0:-0.0:1:False:False:Binary
(229,77):0:-0.0:1:False:False:Binary
(229,78):0:-0.0:1:False:False:Binary
(229,79):0:1.0:1:False:False:Binary
(229,80):0:1.0:1:False:False:Binary
(229,81):0:-0.0:1:False:False:Binary
(229,82):0:-0.0:1:False:False:Binary
(229,83):0:1.0:1:False:False:Binary
(229,84):0:-0.0:1:False:False:Binary
(229,85):0:1.0:1:False:False:Binary
(229,86):0:1.0:1:False:False:Binary
(229,87):0:1.0:1:False:False:Binary
(229,88):0:-0.0:1:False:False:Binary
(229,89):0:0:1:True:True:Binary
(229,90):0:0:1:True:True:Binary
(229,91):0:0:1:True:True:Binary
(229,92):0:0:1:True:True:Binary
(229,93):0:0:1:True:True:Binary
(229,94):0:0:1:True:True:Binary
(229,95):0:0:1:True:True:Binary
(229,96):0:0:1:True:True:Binary
(230,1):0:0:1:True:True:Binary
(230,2):0:0:1:True:True:Binary
(230,3):0:0:1:True:True:Binary
(230,4):0:0:1:True:True:Binary
(230,5):0:0:1:True:True:Binary
(230,6):0:0:1:True:True:Binary
(230,7):0:-0.0:1:False:False:Binary
(230,8):0:-0.0:1:False:False:Binary
(230,9):0:-0.0:1:False:False:Binary
(230,10):0:1.0:1:False:False:Binary
(230,11):0:-0.0:1:False:False:Binary
(230,12):0:1.0:1:False:False:Binary
(230,13):0:-0.0:1:False:False:Binary
(230,14):0:-0.0:1:False:False:Binary
(230,15):0:-0.0:1:False:False:Binary
(230,16):0:-0.0:1:False:False:Binary
(230,17):0:-0.0:1:False:False:Binary
(230,18):0:-0.0:1:False:False:Binary
(230,19):0:-0.0:1:False:False:Binary
(230,20):0:-0.0:1:False:False:Binary
(230,21):0:-0.0:1:False:False:Binary
(230,22):0:-0.0:1:False:False:Binary
(230,23):0:-0.0:1:False:False:Binary
(230,24):0:-0.0:1:False:False:Binary
(230,25):0:-0.0:1:False:False:Binary
(230,26):0:-0.0:1:False:False:Binary
(230,27):0:-0.0:1:False:False:Binary
(230,28):0:-0.0:1:False:False:Binary
(230,29):0:-0.0:1:False:False:Binary
(230,30):0:-0.0:1:False:False:Binary
(230,31):0:-0.0:1:False:False:Binary
(230,32):0:-0.0:1:False:False:Binary
(230,33):0:-0.0:1:False:False:Binary
(230,34):0:-0.0:1:False:False:Binary
(230,35):0:-0.0:1:False:False:Binary
(230,36):0:-0.0:1:False:False:Binary
(230,37):0:-0.0:1:False:False:Binary
(230,38):0:1.0:1:False:False:Binary
(230,39):0:-0.0:1:False:False:Binary
(230,40):0:-0.0:1:False:False:Binary
(230,41):0:1.0:1:False:False:Binary
(230,42):0:-0.0:1:False:False:Binary
(230,43):0:-0.0:1:False:False:Binary
(230,44):0:-0.0:1:False:False:Binary
(230,45):0:-0.0:1:False:False:Binary
(230,46):0:1.0:1:False:False:Binary
(230,47):0:-0.0:1:False:False:Binary
(230,48):0:-0.0:1:False:False:Binary
(230,49):0:-0.0:1:False:False:Binary
(230,50):0:-0.0:1:False:False:Binary
(230,51):0:-0.0:1:False:False:Binary
(230,52):0:-0.0:1:False:False:Binary
(230,53):0:-0.0:1:False:False:Binary
(230,54):0:1.0:1:False:False:Binary
(230,55):0:-0.0:1:False:False:Binary
(230,56):0:-0.0:1:False:False:Binary
(230,57):0:-0.0:1:False:False:Binary
(230,58):0:-0.0:1:False:False:Binary
(230,59):0:-0.0:1:False:False:Binary
(230,60):0:-0.0:1:False:False:Binary
(230,61):0:-0.0:1:False:False:Binary
(230,62):0:-0.0:1:False:False:Binary
(230,63):0:-0.0:1:False:False:Binary
(230,64):0:-0.0:1:False:False:Binary
(230,65):0:-0.0:1:False:False:Binary
(230,66):0:1.0:1:False:False:Binary
(230,67):0:1.0:1:False:False:Binary
(230,68):0:1.0:1:False:False:Binary
(230,69):0:1.0:1:False:False:Binary
(230,70):0:1.0:1:False:False:Binary
(230,71):0:1.0:1:False:False:Binary
(230,72):0:1.0:1:False:False:Binary
(230,73):0:-0.0:1:False:False:Binary
(230,74):0:1.0:1:False:False:Binary
(230,75):0:1.0:1:False:False:Binary
(230,76):0:1.0:1:False:False:Binary
(230,77):0:1.0:1:False:False:Binary
(230,78):0:1.0:1:False:False:Binary
(230,79):0:1.0:1:False:False:Binary
(230,80):0:1.0:1:False:False:Binary
(230,81):0:-0.0:1:False:False:Binary
(230,82):0:1.0:1:False:False:Binary
(230,83):0:1.0:1:False:False:Binary
(230,84):0:1.0:1:False:False:Binary
(230,85):0:1.0:1:False:False:Binary
(230,86):0:1.0:1:False:False:Binary
(230,87):0:1.0:1:False:False:Binary
(230,88):0:1.0:1:False:False:Binary
(230,89):0:1.0:1:False:False:Binary
(230,90):0:1.0:1:False:False:Binary
(230,91):0:1.0:1:False:False:Binary
(230,92):0:1.0:1:False:False:Binary
(230,93):0:1.0:1:False:False:Binary
(230,94):0:1.0:1:False:False:Binary
(230,95):0:0:1:True:True:Binary
(230,96):0:0:1:True:True:Binary
(231,1):0:0:1:True:True:Binary
(231,2):0:0:1:True:True:Binary
(231,3):0:0:1:True:True:Binary
(231,4):0:0:1:True:True:Binary
(231,5):0:0:1:True:True:Binary
(231,6):0:-0.0:1:False:False:Binary
(231,7):0:-0.0:1:False:False:Binary
(231,8):0:-0.0:1:False:False:Binary
(231,9):0:1.0:1:False:False:Binary
(231,10):0:-0.0:1:False:False:Binary
(231,11):0:-0.0:1:False:False:Binary
(231,12):0:-0.0:1:False:False:Binary
(231,13):0:-0.0:1:False:False:Binary
(231,14):0:-0.0:1:False:False:Binary
(231,15):0:-0.0:1:False:False:Binary
(231,16):0:-0.0:1:False:False:Binary
(231,17):0:-0.0:1:False:False:Binary
(231,18):0:-0.0:1:False:False:Binary
(231,19):0:-0.0:1:False:False:Binary
(231,20):0:-0.0:1:False:False:Binary
(231,21):0:-0.0:1:False:False:Binary
(231,22):0:-0.0:1:False:False:Binary
(231,23):0:-0.0:1:False:False:Binary
(231,24):0:-0.0:1:False:False:Binary
(231,25):0:-0.0:1:False:False:Binary
(231,26):0:-0.0:1:False:False:Binary
(231,27):0:-0.0:1:False:False:Binary
(231,28):0:1.0:1:False:False:Binary
(231,29):0:1.0:1:False:False:Binary
(231,30):0:-0.0:1:False:False:Binary
(231,31):0:-0.0:1:False:False:Binary
(231,32):0:-0.0:1:False:False:Binary
(231,33):0:-0.0:1:False:False:Binary
(231,34):0:-0.0:1:False:False:Binary
(231,35):0:1.0:1:False:False:Binary
(231,36):0:-0.0:1:False:False:Binary
(231,37):0:1.0:1:False:False:Binary
(231,38):0:-0.0:1:False:False:Binary
(231,39):0:1.0:1:False:False:Binary
(231,40):0:1.0:1:False:False:Binary
(231,41):0:-0.0:1:False:False:Binary
(231,42):0:-0.0:1:False:False:Binary
(231,43):0:-0.0:1:False:False:Binary
(231,44):0:1.0:1:False:False:Binary
(231,45):0:-0.0:1:False:False:Binary
(231,46):0:1.0:1:False:False:Binary
(231,47):0:-0.0:1:False:False:Binary
(231,48):0:-0.0:1:False:False:Binary
(231,49):0:1.0:1:False:False:Binary
(231,50):0:1.0:1:False:False:Binary
(231,51):0:-0.0:1:False:False:Binary
(231,52):0:1.0:1:False:False:Binary
(231,53):0:-0.0:1:False:False:Binary
(231,54):0:1.0:1:False:False:Binary
(231,55):0:1.0:1:False:False:Binary
(231,56):0:-0.0:1:False:False:Binary
(231,57):0:-0.0:1:False:False:Binary
(231,58):0:-0.0:1:False:False:Binary
(231,59):0:1.0:1:False:False:Binary
(231,60):0:-0.0:1:False:False:Binary
(231,61):0:1.0:1:False:False:Binary
(231,62):0:-0.0:1:False:False:Binary
(231,63):0:-0.0:1:False:False:Binary
(231,64):0:-0.0:1:False:False:Binary
(231,65):0:-0.0:1:False:False:Binary
(231,66):0:-0.0:1:False:False:Binary
(231,67):0:1.0:1:False:False:Binary
(231,68):0:1.0:1:False:False:Binary
(231,69):0:-0.0:1:False:False:Binary
(231,70):0:1.0:1:False:False:Binary
(231,71):0:-0.0:1:False:False:Binary
(231,72):0:1.0:1:False:False:Binary
(231,73):0:-0.0:1:False:False:Binary
(231,74):0:1.0:1:False:False:Binary
(231,75):0:1.0:1:False:False:Binary
(231,76):0:-0.0:1:False:False:Binary
(231,77):0:-0.0:1:False:False:Binary
(231,78):0:-0.0:1:False:False:Binary
(231,79):0:-0.0:1:False:False:Binary
(231,80):0:-0.0:1:False:False:Binary
(231,81):0:-0.0:1:False:False:Binary
(231,82):0:-0.0:1:False:False:Binary
(231,83):0:-0.0:1:False:False:Binary
(231,84):0:1.0:1:False:False:Binary
(231,85):0:1.0:1:False:False:Binary
(231,86):0:1.0:1:False:False:Binary
(231,87):0:1.0:1:False:False:Binary
(231,88):0:-0.0:1:False:False:Binary
(231,89):0:1.0:1:False:False:Binary
(231,90):0:-0.0:1:False:False:Binary
(231,91):0:1.0:1:False:False:Binary
(231,92):0:-0.0:1:False:False:Binary
(231,93):0:1.0:1:False:False:Binary
(231,94):0:1.0:1:False:False:Binary
(231,95):0:1.0:1:False:False:Binary
(231,96):0:1.0:1:False:False:Binary
(232,1):0:0:1:True:True:Binary
(232,2):0:0:1:True:True:Binary
(232,3):0:0:1:True:True:Binary
(232,4):0:0:1:True:True:Binary
(232,5):0:1.0:1:False:False:Binary
(232,6):0:1.0:1:False:False:Binary
(232,7):0:1.0:1:False:False:Binary
(232,8):0:1.0:1:False:False:Binary
(232,9):0:1.0:1:False:False:Binary
(232,10):0:1.0:1:False:False:Binary
(232,11):0:1.0:1:False:False:Binary
(232,12):0:1.0:1:False:False:Binary
(232,13):0:1.0:1:False:False:Binary
(232,14):0:1.0:1:False:False:Binary
(232,15):0:1.0:1:False:False:Binary
(232,16):0:1.0:1:False:False:Binary
(232,17):0:-0.0:1:False:False:Binary
(232,18):0:1.0:1:False:False:Binary
(232,19):0:1.0:1:False:False:Binary
(232,20):0:-0.0:1:False:False:Binary
(232,21):0:-0.0:1:False:False:Binary
(232,22):0:1.0:1:False:False:Binary
(232,23):0:1.0:1:False:False:Binary
(232,24):0:1.0:1:False:False:Binary
(232,25):0:1.0:1:False:False:Binary
(232,26):0:1.0:1:False:False:Binary
(232,27):0:1.0:1:False:False:Binary
(232,28):0:1.0:1:False:False:Binary
(232,29):0:1.0:1:False:False:Binary
(232,30):0:-0.0:1:False:False:Binary
(232,31):0:-0.0:1:False:False:Binary
(232,32):0:-0.0:1:False:False:Binary
(232,33):0:1.0:1:False:False:Binary
(232,34):0:-0.0:1:False:False:Binary
(232,35):0:-0.0:1:False:False:Binary
(232,36):0:1.0:1:False:False:Binary
(232,37):0:1.0:1:False:False:Binary
(232,38):0:-0.0:1:False:False:Binary
(232,39):0:1.0:1:False:False:Binary
(232,40):0:1.0:1:False:False:Binary
(232,41):0:-0.0:1:False:False:Binary
(232,42):0:1.0:1:False:False:Binary
(232,43):0:-0.0:1:False:False:Binary
(232,44):0:1.0:1:False:False:Binary
(232,45):0:-0.0:1:False:False:Binary
(232,46):0:1.0:1:False:False:Binary
(232,47):0:1.0:1:False:False:Binary
(232,48):0:1.0:1:False:False:Binary
(232,49):0:1.0:1:False:False:Binary
(232,50):0:1.0:1:False:False:Binary
(232,51):0:1.0:1:False:False:Binary
(232,52):0:1.0:1:False:False:Binary
(232,53):0:1.0:1:False:False:Binary
(232,54):0:1.0:1:False:False:Binary
(232,55):0:1.0:1:False:False:Binary
(232,56):0:-0.0:1:False:False:Binary
(232,57):0:1.0:1:False:False:Binary
(232,58):0:1.0:1:False:False:Binary
(232,59):0:1.0:1:False:False:Binary
(232,60):0:1.0:1:False:False:Binary
(232,61):0:1.0:1:False:False:Binary
(232,62):0:-0.0:1:False:False:Binary
(232,63):0:-0.0:1:False:False:Binary
(232,64):0:1.0:1:False:False:Binary
(232,65):0:-0.0:1:False:False:Binary
(232,66):0:-0.0:1:False:False:Binary
(232,67):0:-0.0:1:False:False:Binary
(232,68):0:1.0:1:False:False:Binary
(232,69):0:1.0:1:False:False:Binary
(232,70):0:1.0:1:False:False:Binary
(232,71):0:-0.0:1:False:False:Binary
(232,72):0:-0.0:1:False:False:Binary
(232,73):0:-0.0:1:False:False:Binary
(232,74):0:-0.0:1:False:False:Binary
(232,75):0:1.0:1:False:False:Binary
(232,76):0:1.0:1:False:False:Binary
(232,77):0:-0.0:1:False:False:Binary
(232,78):0:-0.0:1:False:False:Binary
(232,79):0:-0.0:1:False:False:Binary
(232,80):0:-0.0:1:False:False:Binary
(232,81):0:-0.0:1:False:False:Binary
(232,82):0:-0.0:1:False:False:Binary
(232,83):0:1.0:1:False:False:Binary
(232,84):0:-0.0:1:False:False:Binary
(232,85):0:-0.0:1:False:False:Binary
(232,86):0:1.0:1:False:False:Binary
(232,87):0:1.0:1:False:False:Binary
(232,88):0:0:1:True:True:Binary
(232,89):0:0:1:True:True:Binary
(232,90):0:0:1:True:True:Binary
(232,91):0:0:1:True:True:Binary
(232,92):0:0:1:True:True:Binary
(232,93):0:0:1:True:True:Binary
(232,94):0:0:1:True:True:Binary
(232,95):0:0:1:True:True:Binary
(232,96):0:0:1:True:True:Binary
(233,1):0:0:1:True:True:Binary
(233,2):0:0:1:True:True:Binary
(233,3):0:1.0:1:False:False:Binary
(233,4):0:-0.0:1:False:False:Binary
(233,5):0:1.0:1:False:False:Binary
(233,6):0:1.0:1:False:False:Binary
(233,7):0:1.0:1:False:False:Binary
(233,8):0:-0.0:1:False:False:Binary
(233,9):0:1.0:1:False:False:Binary
(233,10):0:1.0:1:False:False:Binary
(233,11):0:1.0:1:False:False:Binary
(233,12):0:1.0:1:False:False:Binary
(233,13):0:1.0:1:False:False:Binary
(233,14):0:-0.0:1:False:False:Binary
(233,15):0:-0.0:1:False:False:Binary
(233,16):0:1.0:1:False:False:Binary
(233,17):0:-0.0:1:False:False:Binary
(233,18):0:1.0:1:False:False:Binary
(233,19):0:1.0:1:False:False:Binary
(233,20):0:1.0:1:False:False:Binary
(233,21):0:1.0:1:False:False:Binary
(233,22):0:1.0:1:False:False:Binary
(233,23):0:1.0:1:False:False:Binary
(233,24):0:1.0:1:False:False:Binary
(233,25):0:1.0:1:False:False:Binary
(233,26):0:-0.0:1:False:False:Binary
(233,27):0:1.0:1:False:False:Binary
(233,28):0:1.0:1:False:False:Binary
(233,29):0:1.0:1:False:False:Binary
(233,30):0:1.0:1:False:False:Binary
(233,31):0:-0.0:1:False:False:Binary
(233,32):0:1.0:1:False:False:Binary
(233,33):0:1.0:1:False:False:Binary
(233,34):0:-0.0:1:False:False:Binary
(233,35):0:-0.0:1:False:False:Binary
(233,36):0:1.0:1:False:False:Binary
(233,37):0:1.0:1:False:False:Binary
(233,38):0:-0.0:1:False:False:Binary
(233,39):0:1.0:1:False:False:Binary
(233,40):0:-0.0:1:False:False:Binary
(233,41):0:-0.0:1:False:False:Binary
(233,42):0:-0.0:1:False:False:Binary
(233,43):0:-0.0:1:False:False:Binary
(233,44):0:1.0:1:False:False:Binary
(233,45):0:1.0:1:False:False:Binary
(233,46):0:1.0:1:False:False:Binary
(233,47):0:1.0:1:False:False:Binary
(233,48):0:-0.0:1:False:False:Binary
(233,49):0:-0.0:1:False:False:Binary
(233,50):0:-0.0:1:False:False:Binary
(233,51):0:-0.0:1:False:False:Binary
(233,52):0:1.0:1:False:False:Binary
(233,53):0:1.0:1:False:False:Binary
(233,54):0:1.0:1:False:False:Binary
(233,55):0:-0.0:1:False:False:Binary
(233,56):0:-0.0:1:False:False:Binary
(233,57):0:1.0:1:False:False:Binary
(233,58):0:1.0:1:False:False:Binary
(233,59):0:1.0:1:False:False:Binary
(233,60):0:1.0:1:False:False:Binary
(233,61):0:-0.0:1:False:False:Binary
(233,62):0:-0.0:1:False:False:Binary
(233,63):0:-0.0:1:False:False:Binary
(233,64):0:-0.0:1:False:False:Binary
(233,65):0:-0.0:1:False:False:Binary
(233,66):0:-0.0:1:False:False:Binary
